record_uid,site_id,geographic_region,site_type,site_type_label,date_collected,survey_year,latitude,longitude,depth_m_abs,coral_reef_present,pavement_present,rhodolith_present,sand_present,hard_coral_present,soft_coral_present,macroalgae_present,sponge_present,seagrass_present,artificial_present,unknown_present,qa_status,qa_reason,url_link
REC0305,AA2017_324,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.30164187,-64.74750239,27.927,0,0,0,1,0,0,0,1,1,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_324.mp4
REC0306,AA2017_325,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.284528,-64.7438302,30.24,0,1,0,1,0,1,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_325.mp4
REC0307,AA2017_326,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.199724,-64.74252861,54.612,0,1,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_326.mp4
REC0308,AA2017_327,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.25527636,-64.7423448,47.132,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_327.mp4
REC0309,AA2017_328,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.2216418,-64.74053749,52.334,0,0,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_328.mp4
REC0310,AA2017_329,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.19733247,-64.73429586,28.8,0,1,0,0,1,1,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_329.mp4
REC0311,AA2017_330,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.26377964,-64.73363552,47.695,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_330.mp4
REC0312,AA2017_331,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.23087902,-64.73345425,53.033,0,1,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_331.mp4
REC0313,AA2017_332,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.27667201,-64.72948019,37.002,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_332.mp4
REC0314,AA2017_333,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.25047119,-64.72967799,48.226,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_333.mp4
REC0315,AA2017_334,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29663297,-64.72826274,29.6,0,0,0,1,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_334.mp4
REC0316,AA2017_335,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.2918802,-64.72595345,31.968,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_335.mp4
REC0317,AA2017_336,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.21776592,-64.72518348,52.645,0,1,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_336.mp4
REC0318,AA2017_337,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.26454924,-64.72483174,47.867,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_337.mp4
REC0319,AA2017_338,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.25127496,-64.72450383,48.391,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_338.mp4
REC0320,AA2017_339,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.22816476,-64.72272291,54.056,0,1,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_339.mp4
REC0321,AA2017_340,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.20906318,-64.72135955,53.367,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_340.mp4
REC0322,AA2017_341,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.21269931,-64.72091219,56.913,0,1,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_341.mp4
REC0323,AA2017_342,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.26985142,-64.7208459,33.896,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_342.mp4
REC0324,AA2017_343,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.30367288,-64.71996531,22.771,0,0,0,1,0,0,0,1,1,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_343.mp4
REC0325,AA2017_344,"St. John, USVI",AA,Accuracy Assessment,2017-02-06,2017,18.28100312,-64.71783244,36.968,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_344.mp4
REC0326,AA2017_345,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.22178403,-64.71556042,51.884,0,0,1,0,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_345.mp4
REC0327,AA2017_346,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.23557732,-64.71257138,51.695,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_346.mp4
REC0328,AA2017_347,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29141653,-64.71169685,32.195,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_347.mp4
REC0329,AA2017_348,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29466267,-64.71067398,28.493,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_348.mp4
REC0330,AA2017_349,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.24748011,-64.70605074,48.521,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_349.mp4
REC0331,AA2017_350,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29006523,-64.70547871,32.724,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_350.mp4
REC0332,AA2017_352,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.21380375,-64.70101916,55.026,0,1,1,0,1,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_352.mp4
REC0333,AA2017_353,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.25868944,-64.70048342,47.479,0,0,1,0,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_353.mp4
REC0334,AA2017_354,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.28832253,-64.69957004,33.226,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_354.mp4
REC0335,AA2017_355,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.27285988,-64.69705218,45.672,0,0,1,0,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_355.mp4
REC0336,AA2017_356,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29628012,-64.69686537,27.734,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_356.mp4
REC0337,AA2017_357,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.22667177,-64.69250339,51.162,0,1,1,0,1,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_357.mp4
REC0338,AA2017_359,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.25546065,-64.68779613,48.135,0,0,1,0,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_359.mp4
REC0339,AA2017_361,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.24720772,-64.683627,42.092,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_361.mp4
REC0340,AA2017_363,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29164468,-64.68024344,32.592,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_363.mp4
REC0341,AA2017_364,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.28390863,-64.67745905,38.592,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_364.mp4
REC0342,AA2017_366,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.27032868,-64.67424372,43.832,0,0,1,0,0,0,0,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_366.mp4
REC0343,AA2017_367,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.28513842,-64.67208278,36.27,0,0,1,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_367.mp4
REC0344,AA2017_368,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.2684178,-64.67126447,44.112,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_368.mp4
REC0345,AA2017_369,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.27591152,-64.67215402,43.875,0,0,1,0,0,0,1,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_369.mp4
REC0346,AA2017_370,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.29030917,-64.67022612,32.025,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_370.mp4
REC0347,AA2017_373,"St. John, USVI",AA,Accuracy Assessment,2017-02-05,2017,18.28835796,-64.6630196,35.431,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_373.mp4
REC0348,AA2017_950,"St. Thomas, USVI",AA,Accuracy Assessment,2017-02-04,2017,18.18896052,-64.95982451,43.592,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/AA2017_950.mp4
REC0349,GV2010_003,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.16352465,-65.25917381,28.655,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_003.mp4
REC0350,GV2010_004,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.15104315,-65.25681088,23.79,0,1,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_004.mp4
REC0351,GV2010_005,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.13829983,-65.25664266,33.004,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_005.mp4
REC0352,GV2010_009,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.17165412,-65.24221245,31.903,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_009.mp4
REC0353,GV2010_010,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.1752989,-65.2428473,33.044,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_010.mp4
REC0354,GV2010_033,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.14725437,-65.25699605,26.64,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_033.mp4
REC0355,GV2010_034,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.14634556,-65.25791038,25.031,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_034.mp4
REC0356,GV2010_039,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.17238565,-65.25143859,29.66,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_039.mp4
REC0357,GV2010_040,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.1445337,-65.24881528,32.825,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_040.mp4
REC0358,GV2010_044,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.15868916,-65.24995219,30.442,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_044.mp4
REC0359,GV2010_045,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.17951382,-65.25035237,29.818,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_045.mp4
REC0360,GV2010_073,"St. Thomas, USVI",GV,Ground Validation,2010-03-20,2010,18.25626955,-65.04044426,34.699,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_073.mp4
REC0361,GV2010_094,"St. Thomas, USVI",GV,Ground Validation,2010-03-20,2010,18.25628349,-65.05641357,35.089,0,0,1,1,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_094.mp4
REC0362,GV2010_271,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.17935368,-65.25168427,26.078,0,1,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_271.mp4
REC0363,GV2010_272,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.17894474,-65.25985419,29.639,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_272.mp4
REC0364,GV2010_280,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.1526825,-65.21615165,39.924,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_280.mp4
REC0365,GV2010_281,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.15156838,-65.22678486,37.934,0,0,0,1,0,0,0,0,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_281.mp4
REC0366,GV2010_282,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.14990506,-65.22227442,39.483,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_282.mp4
REC0367,GV2010_283,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.14802361,-65.214882,37.042,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_283.mp4
REC0368,GV2010_323,Puerto Rico,GV,Ground Validation,2010-03-21,2010,18.16493091,-65.20528644,34.353,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_323.mp4
REC0369,GV2010_324_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.22630949,-65.17581746,35.075,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_324_1.mp4
REC0370,GV2010_324_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.19602543,-64.76391229,56.376,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_324_2.mp4
REC0371,GV2010_325,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.22408418,-65.17808535,36.147,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_325.mp4
REC0372,GV2010_326_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.22516013,-65.18051924,32.453,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_326_1.mp4
REC0373,GV2010_326_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.18904594,-64.74902128,56.024,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_326_2.mp4
REC0374,GV2010_327,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.22372597,-65.18286332,31.426,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_327.mp4
REC0375,GV2010_328_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.22015598,-65.18393142,36.239,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_328_1.mp4
REC0376,GV2010_328_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.20414673,-64.74025668,45.528,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_328_2.mp4
REC0377,GV2010_329_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.21753218,-65.18310421,32.222,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_329_1.mp4
REC0378,GV2010_329_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.20597833,-64.73623614,46.435,0,0,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_329_2.mp4
REC0379,GV2010_330_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.21485675,-65.18239142,34.373,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_330_1.mp4
REC0380,GV2010_330_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.20543954,-64.73168667,51.514,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_330_2.mp4
REC0381,GV2010_331,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.21274098,-65.18233449,39.696,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_331.mp4
REC0382,GV2010_332,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.2114995,-65.18413513,31.444,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_332.mp4
REC0383,GV2010_333,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.20753713,-65.18801886,31.824,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_333.mp4
REC0384,GV2010_334,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.2045859,-65.1847132,34.813,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_334.mp4
REC0385,GV2010_335_1,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.21578618,-64.6955945,54.014,0,1,1,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_335_1.mp4
REC0386,GV2010_335_2,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.2028001,-65.18029313,34.109,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_335_2.mp4
REC0387,GV2010_336,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.20007128,-65.17573038,40.306,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_336.mp4
REC0388,GV2010_337_1,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19777225,-65.17420655,33.855,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_337_1.mp4
REC0389,GV2010_337_2,"St. John, USVI",GV,Ground Validation,2010-04-02,2010,18.21638726,-64.77056587,52.981,0,0,1,0,0,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_337_2.mp4
REC0390,GV2010_338,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19618887,-65.17375891,33.284,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_338.mp4
REC0391,GV2010_339,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19459834,-65.17389647,42.494,0,1,1,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_339.mp4
REC0392,GV2010_340,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19382803,-65.17293411,36.084,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_340.mp4
REC0393,GV2010_341,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19268882,-65.173038,40.617,1,0,0,0,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_341.mp4
REC0394,GV2010_342,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19153134,-65.1732677,37.633,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_342.mp4
REC0395,GV2010_343,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18997827,-65.17320498,42.124,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_343.mp4
REC0396,GV2010_344,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18815326,-65.17367231,37.397,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_344.mp4
REC0397,GV2010_345,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18844804,-65.18008803,37.473,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_345.mp4
REC0398,GV2010_346,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18629086,-65.18524429,40.386,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_346.mp4
REC0399,GV2010_347,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18944873,-65.1880531,36.419,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_347.mp4
REC0400,GV2010_348,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18929606,-65.18398288,37.541,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_348.mp4
REC0401,GV2010_349,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18942952,-65.19326776,41.488,1,0,0,1,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_349.mp4
REC0402,GV2010_350,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.18756746,-65.19677643,36.725,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_350.mp4
REC0403,GV2010_351,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.19013387,-65.19857376,37.322,1,0,0,1,1,0,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_351.mp4
REC0404,GV2010_352,Puerto Rico,GV,Ground Validation,2010-03-25,2010,18.1878737,-65.20336506,38.319,1,0,0,0,1,1,1,1,0,0,0,Pass,,https://nccospublicstor.blob.core.windows.net/biomapper/usviinsularshelf2017/videos/low/GV2010_352.mp4
